1,0,1,2,3,4,5
0.95,0,1,2,3,4
0.95,0,1,2,3,5
0.95,0,1,2,3,5
0.95,0,1,3,4,5
0.95,0,2,3,4,5
0.95,1,2,3,4,5
0.9,0,1,2,4
0.9,0,1,3,4
0.9,0,2,3,4
0.9,1,2,3,4
0.8,0,1,2,3
0.8,0,1,2,5
0.8,0,1,3,5
0.8,0,2,4,5
0.75,0,2,3,5
0.75,1,2,3,5
0.7,0,1,4
0.7,0,2,4
0.7,1,2,4
0.7,3,4,5
0.6,2,3,4
0.65,0,2,5
0.65,1,2,5
0.65,0,1,2
0.65,0,1,3
0.65,1,3,4
0.6,0,2,3
0.6,1,2,3
0.6,0,1,5
0.6,0,4,5
0.4,0,4
0.4,1,4
0.4,0,1
0.4,2,4
0.4,1,2
0.4,1,3
0.4,3,4
0.4,1,5
0.3,0,2
0.3,0,3
0.3,0,5
0.3,2,5
0.3,2,3
0.3,3,5
0.2,4
0.2,1
0.1,2
0.1,0
0.1,5
0.1,3
